term_original,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
fragrance,allergens_irritants,0.72825277,0.37427258,0.35398018,-1,0.0,noise
pollen,allergens_irritants,0.74527746,0.4220103,0.32326716,-1,0.0,noise
exposure to scents,allergens_irritants,0.574871,0.25438982,0.32048118,-1,0.0,noise
scent exposure,allergens_irritants,0.59714067,0.28900415,0.30813652,-1,0.0,noise
grass pollen,allergens_irritants,0.5592145,0.25879002,0.30042446,-1,0.0,noise
ragweed pollen,allergens_irritants,0.5603127,0.26245403,0.29785866,-1,0.0,noise
pollution,allergens_irritants,0.65331054,0.35620806,0.29710248,-1,0.0,noise
fragrance sensitivity,allergens_irritants,0.51684093,0.22233403,0.2945069,-1,0.0,noise
fragrance reaction,allergens_irritants,0.59172475,0.3055188,0.28620595,-1,0.0,noise
perfume exposure,allergens_irritants,0.5544319,0.2699377,0.28449422,-1,0.0,noise
exposed to scent,allergens_irritants,0.6161768,0.34072492,0.27545187,-1,0.0,noise
Exposed to perfumes,allergens_irritants,0.5629563,0.28951174,0.27344453,-1,0.0,noise
Perfume reaction,allergens_irritants,0.5760243,0.30270237,0.27332193,-1,0.0,noise
perfume,allergens_irritants,0.7255264,0.45472527,0.27080113,-1,0.0,noise
chemical scent exposure,allergens_irritants,0.5273142,0.25652114,0.27079305,-1,0.0,noise
high pollen,allergens_irritants,0.6365253,0.37643248,0.2600928,-1,0.0,noise
exposed to chemical scents,allergens_irritants,0.5435734,0.28388265,0.25969073,-1,0.0,noise
high tree pollen,allergens_irritants,0.5124574,0.2596805,0.25277686,-1,0.0,noise
scent triggers,allergens_irritants,0.5273813,0.2917178,0.2356635,-1,0.0,noise
pollen high,allergens_irritants,0.6139617,0.38082016,0.23314154,-1,0.0,noise
"gas, sun, noisy, scents, smoke",allergens_irritants,0.63169336,0.39939448,0.23229888,-1,0.0,noise
exposure to scented items,allergens_irritants,0.45834523,0.23307788,0.22526735,-1,0.0,noise
gasoline smell,allergens_irritants,0.52825034,0.30351657,0.22473377,-1,0.0,noise
scented products,allergens_irritants,0.5342954,0.31733066,0.21696472,-1,0.0,noise
extreme scent in borrowed car,allergens_irritants,0.46866795,0.2535258,0.21514216,-1,0.0,noise
scentsy,allergens_irritants,0.6125057,0.4023742,0.21013147,-1,0.0,noise
smells,allergens_irritants,0.72077847,0.51173234,0.20904613,-1,0.0,noise
Very high pollen,allergens_irritants,0.56997085,0.36280933,0.20716152,-1,0.0,noise
scent trigger,allergens_irritants,0.53916633,0.3368847,0.20228162,-1,0.0,noise
pollen allergy,allergens_irritants,0.5516834,0.35010824,0.20157519,-1,0.0,noise
high pollen count,allergens_irritants,0.4722979,0.2729146,0.19938332,-1,0.0,noise
Pollution - 3,allergens_irritants,0.5829928,0.38375032,0.19924247,-1,0.0,noise
bark dust,allergens_irritants,0.5743625,0.37572628,0.19863623,-1,0.0,noise
scent expos,allergens_irritants,0.5435207,0.3455017,0.198019,-1,0.0,noise
horrible scent w electricAl fire,allergens_irritants,0.4916142,0.2947507,0.1968635,-1,0.0,noise
perfume in house,allergens_irritants,0.555617,0.36256495,0.19305202,-1,0.0,noise
Moderate pollen,allergens_irritants,0.5119848,0.32175648,0.19022834,-1,0.0,noise
dust,allergens_irritants,0.72148573,0.5314663,0.19001943,-1,0.0,noise
Pollen - low,allergens_irritants,0.5973481,0.40916002,0.18818808,-1,0.0,noise
asthma from dust,allergens_irritants,0.5155269,0.3317645,0.1837624,-1,0.0,noise
scent ecpos,allergens_irritants,0.4618839,0.27903956,0.18284434,-1,0.0,noise
smelling cotton candy,allergens_irritants,0.55051446,0.36768287,0.18283159,-1,0.0,noise
polluted air,allergens_irritants,0.55517495,0.3741398,0.18103516,-1,0.0,noise
Secondhand smoke,allergens_irritants,0.510511,0.33063206,0.17987892,-1,0.0,noise
moderate pollution,allergens_irritants,0.47340965,0.30093917,0.17247048,-1,0.0,noise
aromas,allergens_irritants,0.6518159,0.48114064,0.17067525,-1,0.0,noise
paint smell,allergens_irritants,0.5690088,0.39865676,0.17035207,-1,0.0,noise
smoky,allergens_irritants,0.570408,0.40321863,0.16718936,-1,0.0,noise
smoky air,allergens_irritants,0.6128521,0.44694787,0.16590422,-1,0.0,noise
pollen moderate,allergens_irritants,0.49375296,0.3295104,0.16424257,-1,0.0,noise
smoke,allergens_irritants,0.6901897,0.5284581,0.1617316,-1,0.0,noise
bad perfume reaction,allergens_irritants,0.51525605,0.3538332,0.16142285,-1,0.0,noise
allergens,allergens_irritants,0.52617854,0.36497468,0.16120386,-1,0.0,noise
cigarette puff,allergens_irritants,0.4934284,0.3355899,0.15783852,-1,0.0,noise
chemicals,allergens_irritants,0.57729113,0.42013383,0.1571573,-1,0.0,noise
Second hand smoke ,allergens_irritants,0.47480685,0.31893945,0.1558674,-1,0.0,noise
smell sensitive,allergens_irritants,0.61424935,0.4623431,0.15190625,-1,0.0,noise
smell perversion,allergens_irritants,0.4715081,0.3208129,0.15069517,-1,0.0,noise
smelly,allergens_irritants,0.6893277,0.539225,0.15010273,-1,0.0,noise
foul smell,allergens_irritants,0.6402147,0.49076658,0.1494481,-1,0.0,noise
cigarette,allergens_irritants,0.6162027,0.4692327,0.14697,-1,0.0,noise
ragweed,allergens_irritants,0.5195346,0.37486523,0.14466935,-1,0.0,noise
sensitive to smell,allergens_irritants,0.55229867,0.40974808,0.14255059,-1,0.0,noise
Dusty Environment,allergens_irritants,0.5137954,0.37126017,0.14253521,-1,0.0,noise
allergies,allergens_irritants,0.6288336,0.48983556,0.13899803,-1,0.0,noise
around smoke,allergens_irritants,0.5689461,0.43072385,0.13822228,-1,0.0,noise
dead headed flowers,allergens_irritants,0.46790802,0.33139598,0.13651204,-1,0.0,noise
everything smells awful,allergens_irritants,0.5153154,0.3800115,0.13530391,-1,0.0,noise
pollen season,allergens_irritants,0.580345,0.44541737,0.1349276,-1,0.0,noise
dust high (webmd app),allergens_irritants,0.45770916,0.32473496,0.1329742,-1,0.0,noise
smoke 3,allergens_irritants,0.49955422,0.3681897,0.13136452,-1,0.0,noise
stinky gas,allergens_irritants,0.5653539,0.43428984,0.13106403,-1,0.0,noise
sniffles,allergens_irritants,0.63775826,0.50684965,0.13090861,-1,0.0,noise
Strong smell,allergens_irritants,0.6288266,0.4992784,0.12954822,-1,0.0,noise
Puff,allergens_irritants,0.4876001,0.35844713,0.12915295,-1,0.0,noise
asthma,allergens_irritants,0.5942407,0.46571252,0.12852821,-1,0.0,noise
ozone,allergens_irritants,0.5757262,0.4483655,0.1273607,-1,0.0,noise
Death Breath,allergens_irritants,0.52627075,0.39988306,0.12638769,-1,0.0,noise
dusty,allergens_irritants,0.5470395,0.4244911,0.1225484,-1,0.0,noise
smoked cigarettes ,allergens_irritants,0.5528239,0.43028045,0.122543454,-1,0.0,noise
Hives,allergens_irritants,0.527067,0.4065094,0.120557606,-1,0.0,noise
heightened sense of smell,allergens_irritants,0.47720152,0.35675144,0.12045008,-1,0.0,noise
exposed to smoke,allergens_irritants,0.50266033,0.38221937,0.12044096,-1,0.0,noise
fleas,allergens_irritants,0.54556537,0.4265165,0.11904886,-1,0.0,noise
sniffley,allergens_irritants,0.47277102,0.35821342,0.114557594,-1,0.0,noise
cigarrette,allergens_irritants,0.45934594,0.3449735,0.11437243,-1,0.0,noise
Dust yesterday,allergens_irritants,0.5605471,0.44631243,0.114234686,-1,0.0,noise
cigarettes,allergens_irritants,0.5843862,0.47075182,0.11363441,-1,0.0,noise
lots of dust,allergens_irritants,0.57435954,0.4643544,0.11000514,-1,0.0,noise
dust extremely high,allergens_irritants,0.4643221,0.35640034,0.10792175,-1,0.0,noise
dandruff,allergens_irritants,0.5040481,0.39644113,0.10760698,-1,0.0,noise
smokers,allergens_irritants,0.47008282,0.3646366,0.10544622,-1,0.0,noise
able to smell things w no dystonia,allergens_irritants,0.49955302,0.39442,0.10513303,-1,0.0,noise
very smoky air,allergens_irritants,0.52945685,0.42455178,0.10490507,-1,0.0,noise
food scents,allergens_irritants,0.5705156,0.46801823,0.10249734,-1,0.0,noise
tobacco ,allergens_irritants,0.602604,0.50084114,0.10176283,-1,0.0,noise
weed (vape),allergens_irritants,0.52556247,0.42391944,0.101643026,-1,0.0,noise
nose thing,allergens_irritants,0.54456854,0.44433388,0.10023466,-1,0.0,noise
Fresh air,allergens_irritants,0.5722708,0.47262916,0.09964165,-1,0.0,noise
dust busted,allergens_irritants,0.5227509,0.42321268,0.09953824,-1,0.0,noise
weed (herb),allergens_irritants,0.5063101,0.4074461,0.09886402,-1,0.0,noise
smoking,allergens_irritants,0.6177187,0.5190405,0.09867817,-1,0.0,noise
stink bug war,allergens_irritants,0.48699874,0.3884396,0.09855914,-1,0.0,noise
"sneezing, pollen low",allergens_irritants,0.5117156,0.4148143,0.0969013,-1,0.0,noise
fire smoke,allergens_irritants,0.5454862,0.44919503,0.096291184,-1,0.0,noise
lotion,allergens_irritants,0.51535416,0.41982645,0.09552771,-1,0.0,noise
oils,allergens_irritants,0.5376856,0.44289938,0.0947862,-1,0.0,noise
face powder,allergens_irritants,0.48377737,0.38918447,0.0945929,-1,0.0,noise
around fire smoke,allergens_irritants,0.4970376,0.4036885,0.0933491,-1,0.0,noise
Lice ! ,allergens_irritants,0.45277065,0.36036608,0.092404574,-1,0.0,noise
air freshener,allergens_irritants,0.486975,0.39475593,0.092219085,-1,0.0,noise
body odor,allergens_irritants,0.6278784,0.5357453,0.092133105,-1,0.0,noise
lotsa hives ,allergens_irritants,0.46174932,0.3707288,0.091020525,-1,0.0,noise
zits,allergens_irritants,0.4561742,0.3695851,0.0865891,-1,0.0,noise
smokey,allergens_irritants,0.4997152,0.41505396,0.084661245,-1,0.0,noise
Stinky,allergens_irritants,0.5441227,0.45952064,0.08460206,-1,0.0,noise
sun and scent,allergens_irritants,0.65125686,0.5681098,0.08314705,-1,0.0,noise
Folks in house w lots of smells,allergens_irritants,0.5050052,0.42206246,0.082942724,-1,0.0,noise
bad allergies,allergens_irritants,0.5274551,0.44512442,0.082330674,-1,0.0,noise
dusted with mask on,allergens_irritants,0.45689052,0.37495357,0.081936955,-1,0.0,noise
Shampoo,allergens_irritants,0.55314136,0.4718218,0.08131954,-1,0.0,noise
flowers,allergens_irritants,0.5415035,0.4604217,0.08108178,-1,0.0,noise
around cigarettes,allergens_irritants,0.47326836,0.3922912,0.08097717,-1,0.0,noise
acne,allergens_irritants,0.51385903,0.43310076,0.08075827,-1,0.0,noise
spice,allergens_irritants,0.49475712,0.4149,0.07985711,-1,0.0,noise
bonfire smoke,allergens_irritants,0.47016418,0.39064565,0.07951853,-1,0.0,noise
chemical,allergens_irritants,0.53834414,0.4600378,0.07830635,-1,0.0,noise
allergy,allergens_irritants,0.5782589,0.500654,0.07760489,-1,0.0,noise
Hair,allergens_irritants,0.5630798,0.4856614,0.07741839,-1,0.0,noise
Volatile,allergens_irritants,0.47589156,0.39910403,0.07678753,-1,0.0,noise
Lots of sniffling ,allergens_irritants,0.5751132,0.49879062,0.076322556,-1,0.0,noise
scent and sun exposure,allergens_irritants,0.53809595,0.4622733,0.07582265,-1,0.0,noise
smoke outside,allergens_irritants,0.46189183,0.38610607,0.075785756,-1,0.0,noise
sulphur,allergens_irritants,0.45533228,0.3800395,0.075292766,-1,0.0,noise
air quality,allergens_irritants,0.5106131,0.43568283,0.07493025,-1,0.0,noise
seaweed,allergens_irritants,0.4783057,0.40461135,0.07369435,-1,0.0,noise
chlorine,allergens_irritants,0.4582369,0.38568452,0.07255238,-1,0.0,noise
dried hair,allergens_irritants,0.4668519,0.39469573,0.07215616,-1,0.0,noise
mice,allergens_irritants,0.47205862,0.40071094,0.07134768,-1,0.0,noise
smoked weed,allergens_irritants,0.57055974,0.49926198,0.071297765,-1,0.0,noise
allergic ,allergens_irritants,0.6336117,0.5638932,0.06971848,-1,0.0,noise
barbecue smoke,allergens_irritants,0.47686654,0.40802863,0.06883791,-1,0.0,noise
allergy attack,allergens_irritants,0.4862284,0.4177115,0.06851691,-1,0.0,noise
lavender ,allergens_irritants,0.50542146,0.4371466,0.068274856,-1,0.0,noise
smoked,allergens_irritants,0.6053711,0.5379739,0.06739724,-1,0.0,noise
weed,allergens_irritants,0.61281323,0.5477284,0.065084815,-1,0.0,noise
smoked a cigarette,allergens_irritants,0.46242207,0.3973924,0.06502968,-1,0.0,noise
mucus and gas,allergens_irritants,0.45544502,0.39042974,0.065015286,-1,0.0,noise
cinnamon,allergens_irritants,0.5503414,0.48640293,0.0639385,-1,0.0,noise
sniffy,allergens_irritants,0.5165576,0.45337754,0.06318003,-1,0.0,noise
spice mix,allergens_irritants,0.45445,0.3947851,0.059664905,-1,0.0,noise
blowing nose,allergens_irritants,0.5489142,0.48944712,0.059467077,-1,0.0,noise
paint fumes,allergens_irritants,0.50213563,0.4433787,0.058756948,-1,0.0,noise
urticaria,allergens_irritants,0.4885869,0.42995608,0.058630824,-1,0.0,noise
hair products,allergens_irritants,0.4541623,0.39662892,0.057533383,-1,0.0,noise
smells in kitchen and mom ,allergens_irritants,0.49034584,0.4338807,0.05646515,-1,0.0,noise
fog,allergens_irritants,0.59411234,0.53838956,0.055722773,-1,0.0,noise
threw up from smells,allergens_irritants,0.54307157,0.49106455,0.05200702,-1,0.0,noise
sniffly,allergens_irritants,0.45684358,0.40485632,0.05198726,-1,0.0,noise
disgust,allergens_irritants,0.5454349,0.49476248,0.050672412,-1,0.0,noise
"brain done, brain fog",cognitive_function,0.63159287,0.35923508,0.2723578,-1,0.0,noise
more mental clarity,cognitive_function,0.6930789,0.4326231,0.2604558,-1,0.0,noise
cognitive fog,cognitive_function,0.6294302,0.3818853,0.24754488,-1,0.0,noise
memory issues,cognitive_function,0.5185554,0.2774623,0.2410931,-1,0.0,noise
Clear brain,cognitive_function,0.687976,0.44786233,0.24011368,-1,0.0,noise
complete brain fog,cognitive_function,0.6136692,0.37708133,0.23658788,-1,0.0,noise
memory problems,cognitive_function,0.5082259,0.27606854,0.23215738,-1,0.0,noise
scary memory problems/brain fog,cognitive_function,0.57637703,0.34448308,0.23189396,-1,0.0,noise
clear thoughts,cognitive_function,0.69566107,0.46965843,0.22600263,-1,0.0,noise
brain stutter,cognitive_function,0.6668416,0.4451878,0.22165382,-1,0.0,noise
clarity,cognitive_function,0.649138,0.43557927,0.2135587,-1,0.0,noise
blurred thoughts,cognitive_function,0.6711608,0.45845816,0.21270266,-1,0.0,noise
can't brain,cognitive_function,0.6598389,0.44797304,0.21186587,-1,0.0,noise
Cognitive impairment,cognitive_function,0.601802,0.39409322,0.20770878,-1,0.0,noise
memory and word problems,cognitive_function,0.5177537,0.31139648,0.20635724,-1,0.0,noise
brain fog speech ,cognitive_function,0.51317936,0.30847347,0.2047059,-1,0.0,noise
clearer thinking,cognitive_function,0.65761167,0.4555791,0.20203257,-1,0.0,noise
mental fog,cognitive_function,0.67443806,0.47364077,0.20079729,-1,0.0,noise
getting clarity,cognitive_function,0.6453874,0.44759682,0.1977906,-1,0.0,noise
brain fog overload,cognitive_function,0.5256363,0.32956147,0.19607484,-1,0.0,noise
cognitive problems ,cognitive_function,0.6740043,0.48117888,0.19282544,-1,0.0,noise
fuzzy brain,cognitive_function,0.5418193,0.34977645,0.19204283,-1,0.0,noise
quiet brain,cognitive_function,0.6407318,0.4530872,0.1876446,-1,0.0,noise
slow brain,cognitive_function,0.61564577,0.43013328,0.18551248,-1,0.0,noise
low brain capacity ,cognitive_function,0.5358039,0.35082445,0.18497947,-1,0.0,noise
scatter brain,cognitive_function,0.50833577,0.3248965,0.18343925,-1,0.0,noise
Foggy brain,cognitive_function,0.64568305,0.46383482,0.18184823,-1,0.0,noise
scatter brained,cognitive_function,0.5853615,0.40588376,0.17947772,-1,0.0,noise
total brain fog,cognitive_function,0.5694902,0.3953703,0.17411989,-1,0.0,noise
Bad brain fog ,cognitive_function,0.61986697,0.44619727,0.1736697,-1,0.0,noise
horrible memory,cognitive_function,0.5753212,0.40217796,0.17314324,-1,0.0,noise
terrible concentration,cognitive_function,0.653702,0.4815848,0.17211723,-1,0.0,noise
brain fogged ,cognitive_function,0.6800669,0.50930333,0.17076355,-1,0.0,noise
mind is racing,cognitive_function,0.53748405,0.3667573,0.17072675,-1,0.0,noise
Fogged mentally,cognitive_function,0.66025686,0.49163088,0.16862598,-1,0.0,noise
so many thoughts in my head,cognitive_function,0.49302918,0.3246984,0.16833079,-1,0.0,noise
bad brain noise,cognitive_function,0.54811466,0.37989062,0.16822404,-1,0.0,noise
extreme brain fog,cognitive_function,0.5331749,0.3660395,0.16713536,-1,0.0,noise
Foggy brain extreme,cognitive_function,0.5436905,0.3768232,0.16686732,-1,0.0,noise
memory loss,cognitive_function,0.5592276,0.3937779,0.16544968,-1,0.0,noise
blurry vision at times,cognitive_function,0.4746548,0.3100729,0.1645819,-1,0.0,noise
vision problems,cognitive_function,0.50764394,0.34360683,0.16403711,-1,0.0,noise
possible brain fog,cognitive_function,0.5482142,0.38551068,0.16270351,-1,0.0,noise
vision issues,cognitive_function,0.5067065,0.34698525,0.15972123,-1,0.0,noise
not as much brain fog as yesterday,cognitive_function,0.54967403,0.39312625,0.15654778,-1,0.0,noise
bad concentration,cognitive_function,0.59580684,0.44251916,0.15328768,-1,0.0,noise
brain fog,cognitive_function,0.6300223,0.4777278,0.15229449,-1,0.0,noise
can't concentrate,cognitive_function,0.6446543,0.49426523,0.15038905,-1,0.0,noise
mind clutter,cognitive_function,0.63250923,0.48285115,0.14965808,-1,0.0,noise
Feeling Mentally Clear,cognitive_function,0.64464307,0.49515548,0.14948758,-1,0.0,noise
can't get out of my head,cognitive_function,0.4704491,0.32226822,0.14818087,-1,0.0,noise
"Wiped out, brain fog",cognitive_function,0.59089017,0.4428226,0.14806756,-1,0.0,noise
increasingly forgetful,cognitive_function,0.5878918,0.44063133,0.14726049,-1,0.0,noise
mental confusion,cognitive_function,0.6291227,0.4823594,0.14676327,-1,0.0,noise
some brain fog,cognitive_function,0.6457901,0.5014772,0.14431292,-1,0.0,noise
trouble thinking,cognitive_function,0.6900373,0.54715526,0.14288205,-1,0.0,noise
Brain not working well,cognitive_function,0.5844187,0.44210306,0.14231566,-1,0.0,noise
Clear,cognitive_function,0.569521,0.4301281,0.13939291,-1,0.0,noise
hard to keep remembering and ,cognitive_function,0.56811357,0.42922372,0.13888985,-1,0.0,noise
hard to concentrate,cognitive_function,0.7232121,0.584535,0.13867712,-1,0.0,noise
poor concentration,cognitive_function,0.6344892,0.49651325,0.13797593,-1,0.0,noise
mental concentration required,cognitive_function,0.6164048,0.4788426,0.13756219,-1,0.0,noise
brain fog all day,cognitive_function,0.5736128,0.4362837,0.1373291,-1,0.0,noise
not forgetful,cognitive_function,0.45950043,0.32267013,0.1368303,-1,0.0,noise
mentally unclear,cognitive_function,0.6479404,0.5118058,0.13613462,-1,0.0,noise
brainfog ,cognitive_function,0.502484,0.36676297,0.13572106,-1,0.0,noise
heavy brain fog,cognitive_function,0.5828985,0.45285147,0.13004702,-1,0.0,noise
intrusive memories,cognitive_function,0.49959368,0.36972553,0.12986815,-1,0.0,noise
fizzy brain,cognitive_function,0.55744374,0.4282077,0.12923604,-1,0.0,noise
Mind set,cognitive_function,0.5520658,0.42308104,0.12898475,-1,0.0,noise
Blurry vision,cognitive_function,0.5431419,0.41422853,0.12891337,-1,0.0,noise
forgetful,cognitive_function,0.5544379,0.42620215,0.12823573,-1,0.0,noise
Decluttering,cognitive_function,0.47185737,0.34394246,0.1279149,-1,0.0,noise
cognitive exersion,cognitive_function,0.58764267,0.45980155,0.12784111,-1,0.0,noise
not good mind space,cognitive_function,0.51797,0.3905843,0.12738574,-1,0.0,noise
fog brain,cognitive_function,0.5900431,0.46289504,0.12714809,-1,0.0,noise
Cant collect my thoughts at all,cognitive_function,0.5028277,0.3760463,0.1267814,-1,0.0,noise
Brain Fog and Very Sluggish,cognitive_function,0.46379504,0.3385904,0.12520462,-1,0.0,noise
Blurred vision,cognitive_function,0.54104054,0.41696742,0.12407312,-1,0.0,noise
lack of concentration,cognitive_function,0.61395794,0.4901166,0.123841345,-1,0.0,noise
vision impairment,cognitive_function,0.49465764,0.37114242,0.12351522,-1,0.0,noise
bad memory flashes,cognitive_function,0.4900173,0.36667424,0.12334305,-1,0.0,noise
Forgetfulness,cognitive_function,0.63187766,0.5092474,0.12263024,-1,0.0,noise
decent concentration,cognitive_function,0.6116588,0.48928052,0.12237829,-1,0.0,noise
Mind shift ,cognitive_function,0.554515,0.43290806,0.121606946,-1,0.0,noise
brain good,cognitive_function,0.55901235,0.43798682,0.12102553,-1,0.0,noise
w brain fo,cognitive_function,0.51688296,0.3960094,0.12087357,-1,0.0,noise
+ Cognitive,cognitive_function,0.66619825,0.5454211,0.12077713,-1,0.0,noise
Good brain,cognitive_function,0.5295182,0.40990925,0.11960894,-1,0.0,noise
having troublee eeating ,cognitive_function,0.49786952,0.3785687,0.11930081,-1,0.0,noise
impaired cognition,cognitive_function,0.5983472,0.47912234,0.11922485,-1,0.0,noise
lots of thinking,cognitive_function,0.5696415,0.45042914,0.11921233,-1,0.0,noise
rerunning conversations in my head,cognitive_function,0.47125894,0.35242876,0.118830174,-1,0.0,noise
clear head,cognitive_function,0.49343336,0.37572375,0.11770961,-1,0.0,noise
Brain Fade,cognitive_function,0.5448467,0.42767447,0.11717224,-1,0.0,noise
brain watch ,cognitive_function,0.49016285,0.37445533,0.11570752,-1,0.0,noise
unwanted thoughts/images,cognitive_function,0.46128815,0.34799945,0.1132887,-1,0.0,noise
Decision Paralysis,cognitive_function,0.5437573,0.43085915,0.11289817,-1,0.0,noise
couldn't concentrate,cognitive_function,0.70541376,0.59338534,0.11202842,-1,0.0,noise
neurologically fuzzy,cognitive_function,0.4891383,0.37799624,0.11114207,-1,0.0,noise
short term memory probs,cognitive_function,0.45090222,0.34021753,0.11068469,-1,0.0,noise
black and white thinking,cognitive_function,0.5017041,0.39132518,0.11037892,-1,0.0,noise
lack concentration,cognitive_function,0.6113763,0.50122166,0.11015463,-1,0.0,noise
Feel improvement in clarity,cognitive_function,0.501697,0.39161062,0.11008638,-1,0.0,noise
stuck in my head,cognitive_function,0.51579946,0.40646273,0.109336734,-1,0.0,noise
Persistent intrusive thought ,cognitive_function,0.5073805,0.39901093,0.10836956,-1,0.0,noise
cognitive disturbance ,cognitive_function,0.56814015,0.4609103,0.10722986,-1,0.0,noise
eyes trouble focusing,cognitive_function,0.46224433,0.3552733,0.106971025,-1,0.0,noise
mind fog,cognitive_function,0.61826617,0.51197994,0.10628623,-1,0.0,noise
blurry,cognitive_function,0.55468434,0.4499817,0.10470265,-1,0.0,noise
bad brains,cognitive_function,0.5417918,0.43720937,0.10458243,-1,0.0,noise
can't make decisions,cognitive_function,0.46466836,0.36040956,0.104258806,-1,0.0,noise
speech quiet,cognitive_function,0.458663,0.35547382,0.10318917,-1,0.0,noise
poor cognition,cognitive_function,0.62892294,0.5257549,0.10316801,-1,0.0,noise
zoning out a lot,cognitive_function,0.46938354,0.36633354,0.10304999,-1,0.0,noise
feel clearer,cognitive_function,0.5479271,0.44497854,0.10294855,-1,0.0,noise
brain speeding,cognitive_function,0.51614374,0.41486877,0.10127497,-1,0.0,noise
A lot of difficulty concentrating,cognitive_function,0.6613457,0.5604287,0.10091704,-1,0.0,noise
mindshift ,cognitive_function,0.49879014,0.39804274,0.10074741,-1,0.0,noise
chaotic mind,cognitive_function,0.50147456,0.40240693,0.09906763,-1,0.0,noise
no concentration,cognitive_function,0.57618296,0.47765607,0.098526895,-1,0.0,noise
diffulty concentrating,cognitive_function,0.62204707,0.5245508,0.09749627,-1,0.0,noise
baby brains,cognitive_function,0.4603805,0.3633644,0.097016096,-1,0.0,noise
cant make decisions ,cognitive_function,0.46855766,0.3724558,0.09610185,-1,0.0,noise
chaotic attention,cognitive_function,0.50757694,0.41160554,0.095971406,-1,0.0,noise
trouble concentrating,cognitive_function,0.65051305,0.55670464,0.09380841,-1,0.0,noise
Trying to forget,cognitive_function,0.5562067,0.46291634,0.09329036,-1,0.0,noise
trouble focusing eyes,cognitive_function,0.48212272,0.38943163,0.09269109,-1,0.0,noise
slightly blurry vision,cognitive_function,0.49541605,0.40280402,0.09261203,-1,0.0,noise
ocd thoughts,cognitive_function,0.46172252,0.3695963,0.09212622,-1,0.0,noise
Concentration,cognitive_function,0.53674734,0.44562036,0.09112698,-1,0.0,noise
over thinking ,cognitive_function,0.58403766,0.49299252,0.09104514,-1,0.0,noise
Busy brain,cognitive_function,0.6911508,0.6012609,0.089889884,-1,0.0,noise
cognitive distortions,cognitive_function,0.53726095,0.44824612,0.08901483,-1,0.0,noise
mind occupied ,cognitive_function,0.62236834,0.5336368,0.08873153,-1,0.0,noise
clear headed,cognitive_function,0.5063017,0.41758776,0.088713944,-1,0.0,noise
Concussed ,cognitive_function,0.52115875,0.43398955,0.0871692,-1,0.0,noise
vague,cognitive_function,0.5338644,0.44728434,0.08658004,-1,0.0,noise
good concentration,cognitive_function,0.60059375,0.5148506,0.08574313,-1,0.0,noise
dazed,cognitive_function,0.47302216,0.38839632,0.08462584,-1,0.0,noise
Felt brain okay,cognitive_function,0.5501352,0.46616995,0.08396524,-1,0.0,noise
Stuck in self with lucid mind,cognitive_function,0.48564488,0.40351588,0.082129,-1,0.0,noise
no brain,cognitive_function,0.54759943,0.4659788,0.08162063,-1,0.0,noise
Hard to make decisions,cognitive_function,0.49392962,0.4127603,0.08116934,-1,0.0,noise
Blurgh,cognitive_function,0.47455162,0.39360195,0.080949664,-1,0.0,noise
rambled,cognitive_function,0.5719149,0.4914654,0.08044952,-1,0.0,noise
cognition,cognitive_function,0.5791225,0.49870887,0.08041361,-1,0.0,noise
feel like I am dazed,cognitive_function,0.52363074,0.44352898,0.08010176,-1,0.0,noise
disorganized,cognitive_function,0.5287297,0.4487437,0.079985976,-1,0.0,noise
pm brain fog,cognitive_function,0.4539985,0.3746624,0.07933611,-1,0.0,noise
distracted heaps,cognitive_function,0.56659776,0.48743626,0.079161495,-1,0.0,noise
unwanted thoughts,cognitive_function,0.51100254,0.43319294,0.0778096,-1,0.0,noise
spiritual clarity,cognitive_function,0.47040695,0.39271164,0.07769531,-1,0.0,noise
too much to think about,cognitive_function,0.48304677,0.40542758,0.077619195,-1,0.0,noise
hard time concentrating,cognitive_function,0.67680895,0.6017257,0.075083256,-1,0.0,noise
decluttered,cognitive_function,0.5070282,0.43208128,0.07494694,-1,0.0,noise
concentrated,cognitive_function,0.51285636,0.43833664,0.07451972,-1,0.0,noise
brains good,cognitive_function,0.48691157,0.41261002,0.07430154,-1,0.0,noise
introspection,cognitive_function,0.4652663,0.39156651,0.07369977,-1,0.0,noise
mind racing ,cognitive_function,0.51365346,0.4410562,0.072597265,-1,0.0,noise
difficulty concentrating on anything,cognitive_function,0.6270908,0.55525553,0.07183528,-1,0.0,noise
extreme fatiuge brain fogged ,cognitive_function,0.46979803,0.39941406,0.070383966,-1,0.0,noise
students mental,cognitive_function,0.48189333,0.41178155,0.07011178,-1,0.0,noise
racing mind,cognitive_function,0.49394375,0.42432714,0.069616616,-1,0.0,noise
unfocussed,cognitive_function,0.67274004,0.60332465,0.06941539,-1,0.0,noise
over active brain,cognitive_function,0.53658754,0.46918643,0.06740111,-1,0.0,noise
Poor decision making,cognitive_function,0.5298317,0.46444634,0.06538537,-1,0.0,noise
Bad ED brain,cognitive_function,0.508569,0.44376296,0.064806044,-1,0.0,noise
hyperactive thoughts,cognitive_function,0.51269585,0.44809508,0.064600766,-1,0.0,noise
obsessive thoughts,cognitive_function,0.50854826,0.44407564,0.064472616,-1,0.0,noise
overfocussing,cognitive_function,0.46972305,0.40819246,0.06153059,-1,0.0,noise
