term_original,best_domain,top_score,second_score,margin,cluster_id,cluster_confidence,cluster_label
on feet during day,physical_activity,0.4538747,0.3959604,0.057914317,-1,0.0,noise
walked 0.6 miles,physical_activity,0.45329553,0.3956259,0.05766964,-1,0.0,noise
Walked 1 mile,physical_activity,0.4958514,0.43819886,0.057652533,-1,0.0,noise
hard to walk around,physical_activity,0.4761433,0.41877893,0.057364374,-1,0.0,noise
spinning,physical_activity,0.51794046,0.46057883,0.057361633,-1,0.0,noise
dance a little,physical_activity,0.45922032,0.4019654,0.05725491,-1,0.0,noise
had more stamina for activities and people,physical_activity,0.45093375,0.3937813,0.05715245,-1,0.0,noise
losing weight,physical_activity,0.5241318,0.467305,0.05682677,-1,0.0,noise
dance,physical_activity,0.6351102,0.5786749,0.056435287,-1,0.0,noise
went hiking,physical_activity,0.568208,0.5118839,0.056324065,-1,0.0,noise
tennis,physical_activity,0.46696216,0.4106478,0.05631435,-1,0.0,noise
achy muscles,physical_activity,0.47297698,0.41720864,0.05576834,-1,0.0,noise
basketball,physical_activity,0.55019146,0.49451143,0.055680037,-1,0.0,noise
walked 0.5 hours,physical_activity,0.47883058,0.423374,0.05545658,-1,0.0,noise
long walks,physical_activity,0.6180953,0.56267226,0.05542302,-1,0.0,noise
went to the track,physical_activity,0.45331174,0.3986159,0.054695845,-1,0.0,noise
swam all day,physical_activity,0.48609382,0.43140632,0.0546875,-1,0.0,noise
wheelie walk,physical_activity,0.4722141,0.41778088,0.054433227,-1,0.0,noise
soccer,physical_activity,0.5119578,0.45766518,0.05429265,-1,0.0,noise
increased activity,physical_activity,0.5446656,0.4908743,0.053791285,-1,0.0,noise
alternating activities,physical_activity,0.46925336,0.41546518,0.053788185,-1,0.0,noise
goals met workout,physical_activity,0.50831467,0.45453048,0.05378419,-1,0.0,noise
Walked way to much,physical_activity,0.4624731,0.40907145,0.05340165,-1,0.0,noise
On feet,physical_activity,0.4667712,0.41397718,0.05279401,-1,0.0,noise
very light activity,physical_activity,0.5174918,0.46591604,0.05157578,-1,0.0,noise
swings,physical_activity,0.47263476,0.42117083,0.05146393,-1,0.0,noise
Kind of relaxing,relaxation_restoration,0.70502454,0.5204277,0.18459684,-1,0.0,noise
reading and relaxing,relaxation_restoration,0.6517483,0.46860585,0.18314245,-1,0.0,noise
relaxed most of the day,relaxation_restoration,0.62202126,0.44033515,0.1816861,-1,0.0,noise
evening meditation,relaxation_restoration,0.6087643,0.4293813,0.17938298,-1,0.0,noise
fairly relaxed,relaxation_restoration,0.58811986,0.40883768,0.17928219,-1,0.0,noise
relaxing,relaxation_restoration,0.7929137,0.6150583,0.17785537,-1,0.0,noise
relaxed most of day ,relaxation_restoration,0.618569,0.44424754,0.17432147,-1,0.0,noise
mostly relaxed all day,relaxation_restoration,0.60112846,0.4298502,0.17127827,-1,0.0,noise
meditate,relaxation_restoration,0.6439816,0.47407287,0.1699087,-1,0.0,noise
relaxation,relaxation_restoration,0.6938544,0.5310879,0.16276652,-1,0.0,noise
restorative yoga,relaxation_restoration,0.5930433,0.44000322,0.15304011,-1,0.0,noise
evening bath,relaxation_restoration,0.5958015,0.4435383,0.15226316,-1,0.0,noise
Generally relaxed,relaxation_restoration,0.565276,0.41302675,0.15224928,-1,0.0,noise
restorative yoga 1,relaxation_restoration,0.5744157,0.42403746,0.15037823,-1,0.0,noise
relaxed all day,relaxation_restoration,0.65334237,0.5043896,0.14895278,-1,0.0,noise
meditation 10 mins ,relaxation_restoration,0.56047994,0.41594082,0.14453912,-1,0.0,noise
sound bath meditation,relaxation_restoration,0.52227634,0.38301033,0.13926601,-1,0.0,noise
meditation,relaxation_restoration,0.6553173,0.51635706,0.13896024,-1,0.0,noise
5 mins meditation ,relaxation_restoration,0.54345685,0.40495706,0.1384998,-1,0.0,noise
relaxation day,relaxation_restoration,0.6227899,0.48735553,0.13543439,-1,0.0,noise
Relaxation sounds,relaxation_restoration,0.53811157,0.40425837,0.1338532,-1,0.0,noise
relaxed,relaxation_restoration,0.68076813,0.55187696,0.12889117,-1,0.0,noise
serenity,relaxation_restoration,0.49944714,0.37661242,0.12283471,-1,0.0,noise
relaxing evening,relaxation_restoration,0.709805,0.5894401,0.120364904,-1,0.0,noise
mindfulness practice,relaxation_restoration,0.53094923,0.41459602,0.116353214,-1,0.0,noise
practised Mindfulness ,relaxation_restoration,0.5443177,0.42829758,0.11602014,-1,0.0,noise
mindfulness,relaxation_restoration,0.58844936,0.4745102,0.113939166,-1,0.0,noise
spiritual,relaxation_restoration,0.56622076,0.45547965,0.11074111,-1,0.0,noise
Meditative,relaxation_restoration,0.6128692,0.5029249,0.109944284,-1,0.0,noise
sitting down,relaxation_restoration,0.55346596,0.4439426,0.109523356,-1,0.0,noise
relaxed in evening ,relaxation_restoration,0.63505274,0.5257961,0.109256625,-1,0.0,noise
sitting,relaxation_restoration,0.5470535,0.43998003,0.107073486,-1,0.0,noise
had massage,relaxation_restoration,0.6387345,0.5324789,0.10625559,-1,0.0,noise
bathtub,relaxation_restoration,0.46721613,0.36177278,0.10544336,-1,0.0,noise
gave massage,relaxation_restoration,0.61483836,0.50962776,0.1052106,-1,0.0,noise
massage yesterday,relaxation_restoration,0.60841966,0.5038497,0.10456997,-1,0.0,noise
meditation am,relaxation_restoration,0.5460309,0.44200134,0.104029536,-1,0.0,noise
Sat in lounge all day,relaxation_restoration,0.46969783,0.36928475,0.100413084,-1,0.0,noise
felt relaxed,relaxation_restoration,0.64961886,0.5505521,0.099066734,-1,0.0,noise
had a massage,relaxation_restoration,0.62570345,0.5281719,0.09753156,-1,0.0,noise
mostly sitting,relaxation_restoration,0.5670202,0.4698414,0.09717879,-1,0.0,noise
day after massage,relaxation_restoration,0.5681474,0.47214925,0.09599817,-1,0.0,noise
meditation pm,relaxation_restoration,0.5446446,0.44867653,0.09596807,-1,0.0,noise
relaxed evening,relaxation_restoration,0.6555892,0.5611388,0.094450414,-1,0.0,noise
looking forward to relaxing now tho,relaxation_restoration,0.5491917,0.45516592,0.09402579,-1,0.0,noise
mindful meditation,relaxation_restoration,0.5693547,0.47588754,0.093467176,-1,0.0,noise
Long bath,relaxation_restoration,0.5360532,0.44374055,0.092312634,-1,0.0,noise
more relaxed in the evening,relaxation_restoration,0.57757056,0.48570162,0.09186894,-1,0.0,noise
relaxing afternoon,relaxation_restoration,0.6757071,0.584039,0.09166813,-1,0.0,noise
deep massage,relaxation_restoration,0.6198677,0.52932775,0.09053993,-1,0.0,noise
relaxed day,relaxation_restoration,0.6429933,0.55381155,0.08918172,-1,0.0,noise
Massage,relaxation_restoration,0.70260566,0.6137252,0.08888048,-1,0.0,noise
night yoga,relaxation_restoration,0.61163515,0.5228318,0.08880335,-1,0.0,noise
reading for relaxation,relaxation_restoration,0.5002069,0.4130673,0.08713958,-1,0.0,noise
movie/rest,relaxation_restoration,0.53596276,0.44990844,0.086054325,-1,0.0,noise
"white wine, dog walk, massage",relaxation_restoration,0.48391628,0.39947516,0.084441125,-1,0.0,noise
prayer,relaxation_restoration,0.54676735,0.4623435,0.08442384,-1,0.0,noise
Buddhism,relaxation_restoration,0.47232544,0.38906503,0.08326042,-1,0.0,noise
tranquille,relaxation_restoration,0.49907708,0.41641048,0.082666606,-1,0.0,noise
practiced calming skills ,relaxation_restoration,0.4841811,0.40155488,0.08262622,-1,0.0,noise
relaxing day,relaxation_restoration,0.69714266,0.61491704,0.08222562,-1,0.0,noise
energy healing,relaxation_restoration,0.53838575,0.45628643,0.08209932,-1,0.0,noise
need to relax ,relaxation_restoration,0.6611984,0.57933354,0.081864834,-1,0.0,noise
sitting mostly,relaxation_restoration,0.5362486,0.45450658,0.08174205,-1,0.0,noise
more relaxed,relaxation_restoration,0.5946003,0.5167518,0.077848494,-1,0.0,noise
enjoying myself,relaxation_restoration,0.5544367,0.47709942,0.077337265,-1,0.0,noise
energy healing session ,relaxation_restoration,0.5383253,0.46100783,0.077317476,-1,0.0,noise
trying to relax,relaxation_restoration,0.7208632,0.644024,0.07683921,-1,0.0,noise
bath,relaxation_restoration,0.5921541,0.51569486,0.07645923,-1,0.0,noise
morning meditation,relaxation_restoration,0.5887176,0.51258916,0.07612842,-1,0.0,noise
sitting on the floor,relaxation_restoration,0.48109198,0.40509412,0.07599786,-1,0.0,noise
warm bath,relaxation_restoration,0.57528627,0.4993328,0.07595348,-1,0.0,noise
unable to relax ,relaxation_restoration,0.60251796,0.5265698,0.07594818,-1,0.0,noise
Breathing well,relaxation_restoration,0.5071955,0.43215722,0.075038254,-1,0.0,noise
Sitting up all day,relaxation_restoration,0.5447245,0.47003192,0.07469261,-1,0.0,noise
gentle yoga,relaxation_restoration,0.5815316,0.506847,0.07468456,-1,0.0,noise
hot stone massage,relaxation_restoration,0.5434357,0.46949506,0.073940635,-1,0.0,noise
had bath,relaxation_restoration,0.55973387,0.48616594,0.07356793,-1,0.0,noise
spa night ,relaxation_restoration,0.53150916,0.45822132,0.073287845,-1,0.0,noise
LOTS OF SITTING,relaxation_restoration,0.4609928,0.38924444,0.071748376,-1,0.0,noise
yoga last night,relaxation_restoration,0.5532989,0.48177677,0.07152212,-1,0.0,noise
self massage,relaxation_restoration,0.6518991,0.5805566,0.07134253,-1,0.0,noise
did not meditate,relaxation_restoration,0.5053116,0.43473384,0.07057777,-1,0.0,noise
prolonged sitting,relaxation_restoration,0.4756934,0.40573287,0.069960535,-1,0.0,noise
restful,relaxation_restoration,0.6187957,0.54912287,0.06967282,-1,0.0,noise
stimulation,relaxation_restoration,0.5366887,0.4672747,0.06941399,-1,0.0,noise
spa and sauna,relaxation_restoration,0.49573147,0.42727315,0.06845832,-1,0.0,noise
Shower sitting down,relaxation_restoration,0.48365894,0.4152925,0.06836644,-1,0.0,noise
long warm bath,relaxation_restoration,0.5136522,0.44597703,0.06767517,-1,0.0,noise
salt bath,relaxation_restoration,0.47779626,0.4105752,0.067221045,-1,0.0,noise
gentle yoga class,relaxation_restoration,0.53007805,0.4636148,0.06646326,-1,0.0,noise
masturbation,relaxation_restoration,0.5494509,0.48352742,0.06592345,-1,0.0,noise
bathe,relaxation_restoration,0.6208967,0.55524945,0.065647244,-1,0.0,noise
morning yoga,relaxation_restoration,0.58573425,0.5201108,0.06562346,-1,0.0,noise
shower,relaxation_restoration,0.5177407,0.45218545,0.065555274,-1,0.0,noise
bedrest,relaxation_restoration,0.56117606,0.4960066,0.06516945,-1,0.0,noise
tranquil,relaxation_restoration,0.49050772,0.4254012,0.06510651,-1,0.0,noise
Retreat,relaxation_restoration,0.56350183,0.4986383,0.06486353,-1,0.0,noise
tried to relax,relaxation_restoration,0.64097357,0.5773508,0.06362277,-1,0.0,noise
trance,relaxation_restoration,0.53438735,0.47120085,0.0631865,-1,0.0,noise
wanting to be touched ,relaxation_restoration,0.45934868,0.3963737,0.06297499,-1,0.0,noise
Seated Tai Chi,relaxation_restoration,0.5318433,0.46926928,0.06257403,-1,0.0,noise
relaxing watching tv,relaxation_restoration,0.522805,0.4602363,0.062568665,-1,0.0,noise
Evening yoga,relaxation_restoration,0.6006572,0.53831697,0.06234026,-1,0.0,noise
feeling good about myself,relaxation_restoration,0.48926246,0.42694128,0.062321186,-1,0.0,noise
night shower,relaxation_restoration,0.52770734,0.4663005,0.06140685,-1,0.0,noise
took bath,relaxation_restoration,0.5727869,0.5114522,0.06133473,-1,0.0,noise
didn’t meditate,relaxation_restoration,0.50205624,0.4414068,0.060649455,-1,0.0,noise
Light yoga,relaxation_restoration,0.6082277,0.5485854,0.059642315,-1,0.0,noise
emotonal tonight,relaxation_restoration,0.5076734,0.4486881,0.058985293,-1,0.0,noise
tidied room,relaxation_restoration,0.483248,0.42431396,0.058934033,-1,0.0,noise
layed by the pool,relaxation_restoration,0.47076362,0.4123398,0.058423817,-1,0.0,noise
relaxation exercise,relaxation_restoration,0.63346934,0.57531464,0.058154702,-1,0.0,noise
Sitting resting,relaxation_restoration,0.56569564,0.5076576,0.058038056,-1,0.0,noise
mild-moderate yoga,relaxation_restoration,0.465941,0.40820453,0.057736486,-1,0.0,noise
Relief work,relaxation_restoration,0.5576726,0.49998486,0.05768776,-1,0.0,noise
energized,relaxation_restoration,0.50085336,0.44332245,0.05753091,-1,0.0,noise
Sitting all day,relaxation_restoration,0.52644503,0.4694798,0.056965232,-1,0.0,noise
Muscle relaxer last night,relaxation_restoration,0.5194864,0.46300334,0.05648309,-1,0.0,noise
listened to meditation,relaxation_restoration,0.5625027,0.5061964,0.056306303,-1,0.0,noise
on my feet in evening,relaxation_restoration,0.52949446,0.4733737,0.056120753,-1,0.0,noise
lethargic,relaxation_restoration,0.56618243,0.51041996,0.05576247,-1,0.0,noise
sat around,relaxation_restoration,0.5421829,0.48679852,0.055384398,-1,0.0,noise
recouperating,relaxation_restoration,0.4597894,0.40474993,0.055039465,-1,0.0,noise
bath and shampoo,relaxation_restoration,0.47867513,0.42379737,0.054877758,-1,0.0,noise
light stretching,relaxation_restoration,0.47589177,0.42174268,0.05414909,-1,0.0,noise
cupping,relaxation_restoration,0.47953653,0.42554247,0.05399406,-1,0.0,noise
rest/pamper day,relaxation_restoration,0.5054133,0.4517755,0.053637803,-1,0.0,noise
spa,relaxation_restoration,0.49029124,0.43682125,0.053469986,-1,0.0,noise
healing,relaxation_restoration,0.59390914,0.54077196,0.053137183,-1,0.0,noise
Rejuvenated,relaxation_restoration,0.48156625,0.42849368,0.05307257,-1,0.0,noise
sensory stimulation,relaxation_restoration,0.48626187,0.43331403,0.05294785,-1,0.0,noise
feeling great mentally,relaxation_restoration,0.52280855,0.47004864,0.052759916,-1,0.0,noise
sitting while active,relaxation_restoration,0.5129368,0.46043795,0.052498817,-1,0.0,noise
felt rested,relaxation_restoration,0.71039826,0.6593795,0.051018775,-1,0.0,noise
back massage,relaxation_restoration,0.61450624,0.56373626,0.050769985,-1,0.0,noise
passive rest,relaxation_restoration,0.49556163,0.44509447,0.050467163,-1,0.0,noise
average sleep,sleep_quality,0.6435314,0.20928454,0.43424684,-1,0.0,noise
Sleep problems,sleep_quality,0.74180704,0.32551366,0.41629338,-1,0.0,noise
Sleeping problems,sleep_quality,0.74931276,0.34659567,0.40271708,-1,0.0,noise
normal sleep,sleep_quality,0.6937169,0.29606527,0.3976516,-1,0.0,noise
uneasy sleep,sleep_quality,0.7557962,0.3587517,0.39704448,-1,0.0,noise
restless sleep,sleep_quality,0.7380334,0.3483702,0.38966322,-1,0.0,noise
average sleep lastnight,sleep_quality,0.6481376,0.26583558,0.38230205,-1,0.0,noise
bad sleep-anxiety,sleep_quality,0.6886213,0.30686086,0.38176042,-1,0.0,noise
avoiding sleep,sleep_quality,0.7456666,0.36813533,0.3775313,-1,0.0,noise
restless sleep & slept in till 11am,sleep_quality,0.65335184,0.2794904,0.37386143,-1,0.0,noise
bad sleep nightmare ,sleep_quality,0.7613812,0.39080295,0.37057826,-1,0.0,noise
Trouble staying asleep,sleep_quality,0.7490875,0.37898904,0.37009847,-1,0.0,noise
more than 12 hours sleep,sleep_quality,0.5524118,0.18461637,0.3677954,-1,0.0,noise
sleep quality bad,sleep_quality,0.6723889,0.31021467,0.36217424,-1,0.0,noise
more than 8 hours sleep,sleep_quality,0.61123395,0.25225586,0.3589781,-1,0.0,noise
sleep at 4am,sleep_quality,0.67823815,0.31966743,0.35857072,-1,0.0,noise
Bad Sleep (difficulty falling & staying asleep),sleep_quality,0.6681781,0.30965924,0.35851884,-1,0.0,noise
good sleep early,sleep_quality,0.7453109,0.3878922,0.35741872,-1,0.0,noise
less than 8 hrs sleep,sleep_quality,0.6232784,0.27143565,0.35184273,-1,0.0,noise
10-12 hours sleep,sleep_quality,0.5754044,0.224526,0.35087842,-1,0.0,noise
bad sleep night before,sleep_quality,0.7397685,0.39167437,0.34809414,-1,0.0,noise
less than 8 hours sleep,sleep_quality,0.61656547,0.2695042,0.34706128,-1,0.0,noise
7-9 hours of sleep,sleep_quality,0.55164874,0.20478739,0.34686136,-1,0.0,noise
sleep until 12:30,sleep_quality,0.6272516,0.28115952,0.3460921,-1,0.0,noise
more than 7 hours sleep,sleep_quality,0.5912873,0.24654008,0.34474725,-1,0.0,noise
More than 8 hours of sleep,sleep_quality,0.58899,0.24512017,0.3438698,-1,0.0,noise
moderate sleep,sleep_quality,0.7053374,0.36190832,0.3434291,-1,0.0,noise
less than 4 hours sleep,sleep_quality,0.6055907,0.26292077,0.34266993,-1,0.0,noise
late sleep,sleep_quality,0.7941407,0.45201156,0.34212914,-1,0.0,noise
trouble getting to sleep,sleep_quality,0.7196392,0.3783488,0.34129038,-1,0.0,noise
difficulty falling asleep last night,sleep_quality,0.69684577,0.35636544,0.34048033,-1,0.0,noise
8-10 hours sleep,sleep_quality,0.5895126,0.24908969,0.3404229,-1,0.0,noise
less than 7 hours sleep,sleep_quality,0.5987787,0.25893566,0.33984306,-1,0.0,noise
Difficult sleep,sleep_quality,0.81244457,0.47495702,0.33748755,-1,0.0,noise
restless sleep for last couple of hours,sleep_quality,0.5963305,0.25897592,0.3373546,-1,0.0,noise
special sleep,sleep_quality,0.7726202,0.43540606,0.33721414,-1,0.0,noise
bad sleep amount,sleep_quality,0.7322662,0.39523077,0.33703542,-1,0.0,noise
less than 5 hours sleep,sleep_quality,0.5999123,0.2632691,0.3366432,-1,0.0,noise
fair restless sleep,sleep_quality,0.7102871,0.37431931,0.33596778,-1,0.0,noise
average sleep tonight,sleep_quality,0.70989347,0.37408146,0.335812,-1,0.0,noise
bad sleep nigt before ,sleep_quality,0.7093555,0.37452418,0.3348313,-1,0.0,noise
sleep study,sleep_quality,0.6782118,0.3434716,0.33474022,-1,0.0,noise
sleep less than 6hrs,sleep_quality,0.63148963,0.29782367,0.33366597,-1,0.0,noise
longer sleep,sleep_quality,0.7422401,0.40876657,0.3334735,-1,0.0,noise
Difficulty sleeping,sleep_quality,0.759938,0.42675602,0.33318198,-1,0.0,noise
6-7 hours sleep,sleep_quality,0.56709063,0.2339715,0.33311912,-1,0.0,noise
6-7 hours of sleep,sleep_quality,0.5493351,0.21634343,0.3329917,-1,0.0,noise
sleep less than 4h,sleep_quality,0.6628276,0.33018363,0.332644,-1,0.0,noise
medium sleep,sleep_quality,0.73958576,0.40707675,0.332509,-1,0.0,noise
insomnia previous night ,sleep_quality,0.7467205,0.41563988,0.33108062,-1,0.0,noise
sleep stuck,sleep_quality,0.72199535,0.3909534,0.33104196,-1,0.0,noise
trouble falling asleep last night,sleep_quality,0.7035576,0.3728896,0.330668,-1,0.0,noise
12+ hours sleep,sleep_quality,0.6442549,0.3139232,0.3303317,-1,0.0,noise
8HR Sleep,sleep_quality,0.71891034,0.38951612,0.32939422,-1,0.0,noise
14 hrs sleep,sleep_quality,0.65931326,0.3303114,0.32900187,-1,0.0,noise
sleep 8-12,sleep_quality,0.6691595,0.34032604,0.32883343,-1,0.0,noise
bad sleep due to anxiety,sleep_quality,0.6075293,0.27870953,0.32881975,-1,0.0,noise
constant sleep,sleep_quality,0.75018144,0.42162514,0.3285563,-1,0.0,noise
less than 6 hours sleep,sleep_quality,0.58674765,0.25839773,0.32834992,-1,0.0,noise
middle of night insomnia,sleep_quality,0.7561549,0.42791355,0.32824135,-1,0.0,noise
Trouble sleeping,sleep_quality,0.81250155,0.48443466,0.3280669,-1,0.0,noise
trouble falling asleep,sleep_quality,0.70920986,0.38119453,0.32801533,-1,0.0,noise
Insomnia night before,sleep_quality,0.68966675,0.3618732,0.32779354,-1,0.0,noise
Slept ages,sleep_quality,0.7437024,0.41606906,0.32763335,-1,0.0,noise
12 hrs sleep,sleep_quality,0.6409354,0.313644,0.32729143,-1,0.0,noise
< 9 hrs sleep,sleep_quality,0.6552681,0.32885075,0.32641733,-1,0.0,noise
asleep early,sleep_quality,0.7707796,0.44438076,0.32639885,-1,0.0,noise
8 hrs sleep,sleep_quality,0.68776,0.36163923,0.32612076,-1,0.0,noise
dogs slept in bed,sleep_quality,0.5303168,0.20439681,0.32592002,-1,0.0,noise
9hr Sleep,sleep_quality,0.6985599,0.37283537,0.3257245,-1,0.0,noise
difficulty falling asleep,sleep_quality,0.6904252,0.36470193,0.3257233,-1,0.0,noise
Worst sleep ever,sleep_quality,0.78544855,0.45979804,0.3256505,-1,0.0,noise
sleep disturbances,sleep_quality,0.7000121,0.3746935,0.32531857,-1,0.0,noise
irregular bad sleep,sleep_quality,0.6843624,0.35927415,0.32508826,-1,0.0,noise
9+ hours sleep,sleep_quality,0.6725159,0.34851664,0.3239993,-1,0.0,noise
13 hrs sleep,sleep_quality,0.6403607,0.3178447,0.32251602,-1,0.0,noise
sleep quality poor,sleep_quality,0.6732099,0.35075253,0.32245737,-1,0.0,noise
sleeping more than usual,sleep_quality,0.75952643,0.4374283,0.32209814,-1,0.0,noise
Slept for ages,sleep_quality,0.80671304,0.48479772,0.32191533,-1,0.0,noise
slept until 12:30,sleep_quality,0.6865119,0.36536026,0.3211516,-1,0.0,noise
Sleep: 9 hours,sleep_quality,0.68684417,0.3656987,0.32114547,-1,0.0,noise
good amount of sleep but nightmares,sleep_quality,0.66321385,0.3423218,0.32089204,-1,0.0,noise
9.5 hours sleep,sleep_quality,0.60099816,0.28039536,0.3206028,-1,0.0,noise
sleeping in shifts,sleep_quality,0.6404166,0.31987405,0.32054257,-1,0.0,noise
bad sleep,sleep_quality,0.8673326,0.5469635,0.32036906,-1,0.0,noise
unrefreshing sleep,sleep_quality,0.7589314,0.4388875,0.3200439,-1,0.0,noise
low quality sleep,sleep_quality,0.72721064,0.40757054,0.3196401,-1,0.0,noise
8 1/2 hours sleep,sleep_quality,0.5883191,0.26874322,0.3195759,-1,0.0,noise
evening 5-8 sleep,sleep_quality,0.67663723,0.35734886,0.31928837,-1,0.0,noise
6-1/2 hrs of sleep,sleep_quality,0.52017444,0.20089224,0.3192822,-1,0.0,noise
< 7 hrs sleep,sleep_quality,0.67619705,0.35784018,0.31835687,-1,0.0,noise
<7hrs sleep,sleep_quality,0.69086754,0.37309754,0.31777,-1,0.0,noise
slept in until 9AM,sleep_quality,0.70809555,0.39069822,0.31739733,-1,0.0,noise
worse sleep,sleep_quality,0.80432385,0.4869575,0.31736636,-1,0.0,noise
melatonin to sleep,sleep_quality,0.57928777,0.262419,0.31686878,-1,0.0,noise
weird sleep,sleep_quality,0.78360724,0.4676224,0.31598485,-1,0.0,noise
dislocated in sleep,sleep_quality,0.6291973,0.31333047,0.31586683,-1,0.0,noise
8+ hours sleep,sleep_quality,0.6819949,0.36621574,0.31577918,-1,0.0,noise
over 8 hours sleep,sleep_quality,0.65683794,0.34106207,0.31577587,-1,0.0,noise
sleep 12+,sleep_quality,0.7140009,0.39831182,0.31568906,-1,0.0,noise
16 hr sleep,sleep_quality,0.6836304,0.36851606,0.31511435,-1,0.0,noise
9+ hours of sleep,sleep_quality,0.6350942,0.32005793,0.3150363,-1,0.0,noise
sleep attack,sleep_quality,0.77612865,0.46206176,0.3140669,-1,0.0,noise
<7hr sleep,sleep_quality,0.7138201,0.40017164,0.31364846,-1,0.0,noise
cannot sleep,sleep_quality,0.7263936,0.41349387,0.3128997,-1,0.0,noise
over 12 hours of sleep,sleep_quality,0.58847636,0.27694643,0.31152993,-1,0.0,noise
weird sleep times,sleep_quality,0.70974255,0.39859968,0.31114286,-1,0.0,noise
bad sleep; up late,sleep_quality,0.78208095,0.4712718,0.31080914,-1,0.0,noise
9.5 hours of sleep,sleep_quality,0.57384366,0.26310906,0.3107346,-1,0.0,noise
sleep quality good,sleep_quality,0.67351997,0.3629803,0.31053966,-1,0.0,noise
12 hours sleep,sleep_quality,0.6302578,0.3199196,0.3103382,-1,0.0,noise
9 hours sleep,sleep_quality,0.66030395,0.35000297,0.31030098,-1,0.0,noise
very bad sleep last night,sleep_quality,0.74922705,0.43919832,0.31002873,-1,0.0,noise
9 hours of sleep,sleep_quality,0.64104146,0.33106983,0.30997163,-1,0.0,noise
12 hours of sleep,sleep_quality,0.61107886,0.30151004,0.30956882,-1,0.0,noise
3-hour sleep,sleep_quality,0.6797645,0.37054834,0.30921617,-1,0.0,noise
18 hr sleep,sleep_quality,0.6558512,0.34711492,0.30873626,-1,0.0,noise
sleep disturbance ,sleep_quality,0.70716083,0.39855996,0.30860087,-1,0.0,noise
reacting interrupting sleep ability,sleep_quality,0.6051074,0.2967065,0.30840093,-1,0.0,noise
sleep more than 6 hours,sleep_quality,0.58048594,0.2721429,0.30834305,-1,0.0,noise
20 hrs sleep,sleep_quality,0.6234193,0.31537473,0.30804455,-1,0.0,noise
5 1/2 hours sleep,sleep_quality,0.5769076,0.26887125,0.30803633,-1,0.0,noise
over 12 hour sleep at night,sleep_quality,0.5988178,0.29088038,0.30793744,-1,0.0,noise
reduced sleep,sleep_quality,0.73447347,0.42737663,0.30709684,-1,0.0,noise
Sleep disruption,sleep_quality,0.72844565,0.4215136,0.30693206,-1,0.0,noise
dream filled sleep,sleep_quality,0.71959764,0.41315418,0.30644345,-1,0.0,noise
Bad insomnia night previous,sleep_quality,0.7372836,0.43122154,0.30606204,-1,0.0,noise
16 hours of sleep,sleep_quality,0.6198318,0.31380934,0.30602247,-1,0.0,noise
unable to sleep,sleep_quality,0.6892857,0.38328737,0.30599833,-1,0.0,noise
bad sleep schedule,sleep_quality,0.7242329,0.41839132,0.3058416,-1,0.0,noise
7+ hrs sleep,sleep_quality,0.6759476,0.37020314,0.30574447,-1,0.0,noise
fair sleep,sleep_quality,0.73755956,0.4318152,0.30574435,-1,0.0,noise
17 hr sleep,sleep_quality,0.64666855,0.34107178,0.30559677,-1,0.0,noise
night insomnia,sleep_quality,0.7760363,0.47064328,0.30539304,-1,0.0,noise
12.5 hours of sleep,sleep_quality,0.5484364,0.24322703,0.30520937,-1,0.0,noise
bad night's sleep,sleep_quality,0.80826896,0.503138,0.30513096,-1,0.0,noise
long sleep for most of the day,sleep_quality,0.68342596,0.3784458,0.30498016,-1,0.0,noise
terrible insomnia the night before,sleep_quality,0.7423632,0.43764699,0.30471623,-1,0.0,noise
difficulty falling back to sleep,sleep_quality,0.6195606,0.31492895,0.30463165,-1,0.0,noise
7+ hours sleep,sleep_quality,0.67199063,0.36855018,0.30344045,-1,0.0,noise
bad night sleep,sleep_quality,0.8290541,0.52595174,0.30310237,-1,0.0,noise
7 hr sleep,sleep_quality,0.7007506,0.39779037,0.30296022,-1,0.0,noise
after 17 hrs sleep,sleep_quality,0.65081644,0.34790355,0.3029129,-1,0.0,noise
6 hrs sleep,sleep_quality,0.6453198,0.3424121,0.3029077,-1,0.0,noise
5.25 hrs sleep,sleep_quality,0.577088,0.27418035,0.30290765,-1,0.0,noise
resting sleep,sleep_quality,0.7805238,0.47770342,0.30282035,-1,0.0,noise
middle of the night insomnia,sleep_quality,0.7637056,0.46119428,0.30251133,-1,0.0,noise
intentionally shifted my sleep schedule,sleep_quality,0.62285453,0.32038283,0.3024717,-1,0.0,noise
Regular sleep schedule,sleep_quality,0.59960246,0.29714057,0.3024619,-1,0.0,noise
very bad sleep,sleep_quality,0.81581056,0.513811,0.30199957,-1,0.0,noise
bad sleep last night,sleep_quality,0.79418606,0.49258,0.30160606,-1,0.0,noise
1 hours sleep ,sleep_quality,0.6603323,0.35876283,0.3015695,-1,0.0,noise
Intermittent sleep,sleep_quality,0.7012031,0.39965922,0.3015439,-1,0.0,noise
12 hour sleep,sleep_quality,0.6772677,0.3758391,0.30142856,-1,0.0,noise
distubed sleep,sleep_quality,0.78270054,0.4814859,0.30121464,-1,0.0,noise
Better sleep,sleep_quality,0.8003974,0.4994158,0.30098158,-1,0.0,noise
short sleep,sleep_quality,0.8105695,0.5096737,0.3008958,-1,0.0,noise
long time to sleep LN,sleep_quality,0.62649274,0.32559913,0.3008936,-1,0.0,noise
